entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,revenue_log,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,nace_level_1_code,nace_level_1_name,nace_level_2_code,nace_level_2_name,revenue_pct,sdg_id,sdg_name,sdg_confidence
2098,WEU,Western Europe,DE,Germany,41400000000.0,3.228,4.254,2.692,2.024,229000.0,649000.0,24.44654671780184,End-use,C.29.10.B,-0.057504922,-0.057504922,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.023700459,9.0,"Industry, Innovation and Infrastructure",
2098,WEU,Western Europe,DE,Germany,41400000000.0,3.228,4.254,2.692,2.024,229000.0,649000.0,24.44654671780184,End-use,C.29.10.B,-0.057504922,-0.057504922,C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",0.952599081,9.0,"Industry, Innovation and Infrastructure",
2098,WEU,Western Europe,DE,Germany,41400000000.0,3.228,4.254,2.692,2.024,229000.0,649000.0,24.44654671780184,End-use,C.29.10.B,-0.057504922,-0.057504922,C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",0.952599081,11.0,Sustainable Cities and Communities,
2098,WEU,Western Europe,DE,Germany,41400000000.0,3.228,4.254,2.692,2.024,229000.0,649000.0,24.44654671780184,End-use,C.29.6.B,-0.017434805,-0.017434805,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.023700459,11.0,Sustainable Cities and Communities,
2098,WEU,Western Europe,DE,Germany,41400000000.0,3.228,4.254,2.692,2.024,229000.0,649000.0,24.44654671780184,End-use,C.29.10.B,-0.057504922,-0.057504922,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.023700459,11.0,Sustainable Cities and Communities,
2098,WEU,Western Europe,DE,Germany,41400000000.0,3.228,4.254,2.692,2.024,229000.0,649000.0,24.44654671780184,End-use,C.29.10.B,-0.057504922,-0.057504922,C,Manufacturing,30,Manufacture of other transport equipment,0.023700459,9.0,"Industry, Innovation and Infrastructure",
2098,WEU,Western Europe,DE,Germany,41400000000.0,3.228,4.254,2.692,2.024,229000.0,649000.0,24.44654671780184,End-use,C.29.10.B,-0.057504922,-0.057504922,C,Manufacturing,30,Manufacture of other transport equipment,0.023700459,11.0,Sustainable Cities and Communities,
2098,WEU,Western Europe,DE,Germany,41400000000.0,3.228,4.254,2.692,2.024,229000.0,649000.0,24.44654671780184,End-use,C.29.6.B,-0.017434805,-0.017434805,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.023700459,9.0,"Industry, Innovation and Infrastructure",
2121,WEU,Western Europe,LU,Luxembourg,280000000.0,3.376,3.875,3.0,2.929,3252.0,42384.0,19.450300164704952,Raw materials,C.22.34.B,-0.25,-0.25,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",0.5,3.0,Good Health and Wellbeing,0.6213567456860356
2121,WEU,Western Europe,LU,Luxembourg,280000000.0,3.376,3.875,3.0,2.929,3252.0,42384.0,19.450300164704952,Raw materials,C.22.34.B,-0.25,-0.25,C,Manufacturing,22,Manufacture of rubber and plastic products,0.5,3.0,Good Health and Wellbeing,0.6213567456860356
2126,WEU,Western Europe,ES,Spain,843000000.0,2.996,3.75,2.0,2.833,380.42,5296.02,20.55247751715237,Disposal ,Q.86.1.P,0.233570402,0.233570402,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",0.065718391,5.0,Gender Equality,
2126,WEU,Western Europe,ES,Spain,843000000.0,2.996,3.75,2.0,2.833,380.42,5296.02,20.55247751715237,Disposal ,Q.86.1.P,0.233570402,0.233570402,Q,Education,86,Human health activities,0.934281609,3.0,Good Health and Wellbeing,
2126,WEU,Western Europe,ES,Spain,843000000.0,2.996,3.75,2.0,2.833,380.42,5296.02,20.55247751715237,Disposal ,Q.86.1.P,0.233570402,0.233570402,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",0.065718391,3.0,Good Health and Wellbeing,
2126,WEU,Western Europe,ES,Spain,843000000.0,2.996,3.75,2.0,2.833,380.42,5296.02,20.55247751715237,Disposal ,Q.86.1.P,0.233570402,0.233570402,Q,Education,86,Human health activities,0.934281609,5.0,Gender Equality,
2132,WEU,Western Europe,FR,France,932923000.0,3.565,4.25,2.945,3.119,28423.0,1601.0,20.65383322700296,,,,,F,Construction,42,Civil engineering,0.870517928,7.0,Affordable and Clean Energy,0.2179676912086668
2132,WEU,Western Europe,FR,France,932923000.0,3.565,4.25,2.945,3.119,28423.0,1601.0,20.65383322700296,,,,,J,Information and communication,58,Publishing activities,0.129482072,16.0,"Peace, Justice and Strong Institutions",0.4158438310747874
2143,NAM,Northern America,US,United States of America,2767100000.0,2.668,3.159,2.768,1.667,161700.0,7500.0,21.74106567768361,,,,,N,"Professional, Scientific And Technical Activities",81,Services to buildings and landscape activities,1.0,12.0,Responsible Consumption and Production,0.5792991891378281
2149,WEU,Western Europe,FR,France,580900000.0,2.915,3.65,2.0,2.69,1290.68,76.4,20.180089184684228,,,,,C,Manufacturing,32,Other manufacturing,1.0,3.0,Good Health and Wellbeing,1.0
2165,NAM,Northern America,US,United States of America,8300000000.0,3.261,3.619,3.0,2.929,126198.0,60378.0,22.839521351869447,,,,,C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.476,3.0,Good Health and Wellbeing,0.7978251244500396
2165,NAM,Northern America,US,United States of America,8300000000.0,3.261,3.619,3.0,2.929,126198.0,60378.0,22.839521351869447,,,,,C,Manufacturing,24,Manufacture of basic metals,0.131,3.0,Good Health and Wellbeing,0.7978251244500396
2165,NAM,Northern America,US,United States of America,8300000000.0,3.261,3.619,3.0,2.929,126198.0,60378.0,22.839521351869447,,,,,C,Manufacturing,23,Manufacture of other non-metallic mineral products,0.131,3.0,Good Health and Wellbeing,0.7978251244500396
2165,NAM,Northern America,US,United States of America,8300000000.0,3.261,3.619,3.0,2.929,126198.0,60378.0,22.839521351869447,,,,,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",0.262,3.0,Good Health and Wellbeing,0.7978251244500396
2169,NAM,Northern America,US,United States of America,6430000000.0,2.777,3.141,3.0,1.857,1877.0,7869.0,22.58424037535146,Other,ENVIB010,-0.081190735,-0.081190735,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",1.0,9.0,"Industry, Innovation and Infrastructure",0.4039012960359343
2174,WEU,Western Europe,DE,Germany,1010000000.0,2.536,2.389,2.509,2.833,7107.0,16160.0,20.73321616878968,Raw materials,C.27.78.P,0.01108115,0.01108115,C,Manufacturing,27,Manufacture of electrical equipment,0.955675402,7.0,Affordable and Clean Energy,
2174,WEU,Western Europe,DE,Germany,1010000000.0,2.536,2.389,2.509,2.833,7107.0,16160.0,20.73321616878968,Raw materials,C.27.78.P,0.01108115,0.01108115,C,Manufacturing,33,"Repair, maintenance and installation of machinery and equipment",0.044324598,7.0,Affordable and Clean Energy,
2174,WEU,Western Europe,DE,Germany,1010000000.0,2.536,2.389,2.509,2.833,7107.0,16160.0,20.73321616878968,Disposal ,C.27.91.P,0.00443246,0.00443246,C,Manufacturing,27,Manufacture of electrical equipment,0.955675402,7.0,Affordable and Clean Energy,
2174,WEU,Western Europe,DE,Germany,1010000000.0,2.536,2.389,2.509,2.833,7107.0,16160.0,20.73321616878968,Disposal ,C.27.91.P,0.00443246,0.00443246,C,Manufacturing,33,"Repair, maintenance and installation of machinery and equipment",0.044324598,7.0,Affordable and Clean Energy,
2193,NAM,Northern America,US,United States of America,3010000000.0,3.526,4.739,3.0,1.976,14499.0,780.0,21.825205916039423,Operation,MTH002,-0.1,-0.1,D,"Electricity, Gas, Steam And Air Conditioning Supply",35,"Electricity, gas, steam and air conditioning supply",1.0,3.0,Good Health and Wellbeing,0.7531175898709563
2209,WEU,Western Europe,DE,Germany,306500000.0,3.007,3.968,1.948,2.548,6364.0,6257.0,19.540728316603182,,,,,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.920982736,3.0,Good Health and Wellbeing,
2209,WEU,Western Europe,DE,Germany,306500000.0,3.007,3.968,1.948,2.548,6364.0,6257.0,19.540728316603182,,,,,H,Transportation And Storage,52,"Warehousing, storage and support activities for transportation",0.079017264,3.0,Good Health and Wellbeing,
2215,NAM,Northern America,US,United States of America,4790000000.0,2.774,3.806,1.992,1.857,51517.0,67484.0,22.289796248578003,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,26,"Manufacture of computer, electronic and optical products",0.428303068,3.0,Good Health and Wellbeing,
2215,NAM,Northern America,US,United States of America,4790000000.0,2.774,3.806,1.992,1.857,51517.0,67484.0,22.289796248578003,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,0.571696932,3.0,Good Health and Wellbeing,
2215,NAM,Northern America,US,United States of America,4790000000.0,2.774,3.806,1.992,1.857,51517.0,67484.0,22.289796248578003,Manufacturing,C.32.1.P,0.186912962,0.186912962,C,Manufacturing,20,Manufacture of chemicals and chemical products,0.571696932,3.0,Good Health and Wellbeing,
2215,NAM,Northern America,US,United States of America,4790000000.0,2.774,3.806,1.992,1.857,51517.0,67484.0,22.289796248578003,Manufacturing,C.32.1.P,0.186912962,0.186912962,C,Manufacturing,26,"Manufacture of computer, electronic and optical products",0.428303068,3.0,Good Health and Wellbeing,
2216,NAM,Northern America,US,United States of America,3142800000.0,3.037,3.79,2.89,1.857,33384.0,72976.0,21.86837995958413,Operation,MTH002,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,3.0,Good Health and Wellbeing,1.0
2226,WEU,Western Europe,LU,Luxembourg,926836000.0,3.081,3.562,2.251,3.214,37881.0,8966.0,20.647287194178947,,,,,H,Transportation And Storage,52,"Warehousing, storage and support activities for transportation",1.0,8.0,Decent Work and Economic Growth,
2246,WEU,Western Europe,NL,Netherlands,635625000.0,2.327,2.25,2.0,2.857,8186.0,3378.0,20.27011932634036,,,,,C,Manufacturing,30,Manufacture of other transport equipment,1.0,3.0,Good Health and Wellbeing,
2254,WEU,Western Europe,LU,Luxembourg,557000000.0,2.908,2.937,2.926,2.833,556.0,1783.0,20.13807579968689,,,,,K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,1.0,3.0,Good Health and Wellbeing,0.43793689385751
2265,WEU,Western Europe,FR,France,573000000.0,3.071,3.638,2.419,2.833,987.0,1476.0,20.166396276424216,,,,,K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,0.143356643,3.0,Good Health and Wellbeing,
2265,WEU,Western Europe,FR,France,573000000.0,3.071,3.638,2.419,2.833,987.0,1476.0,20.166396276424216,,,,,K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",0.856643357,3.0,Good Health and Wellbeing,
2269,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1015194000.0,3.058,3.65,2.0,3.262,9110.18,31589.14,20.738345565166536,Other,ENVIB010,-0.1,-0.1,P,Public Administration And Defence; Compulsory Social Security,85,Education,1.0,4.0,Quality Education,
2279,WEU,Western Europe,IE,Ireland,7996644000.0,3.147,4.238,3.0,1.357,3478.0,118.0,22.80228779073656,Transportation,H.51.4.B,-0.656900288,-0.59564125632,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",0.081426909,8.0,Decent Work and Economic Growth,0.824351337862607
2279,WEU,Western Europe,IE,Ireland,7996644000.0,3.147,4.238,3.0,1.357,3478.0,118.0,22.80228779073656,Transportation,H.51.4.B,-0.656900288,-0.59564125632,N,"Professional, Scientific And Technical Activities",77,Rental and leasing activities,0.918573091,3.0,Good Health and Wellbeing,0.3977266283881021
2285,WEU,Western Europe,FR,France,2500000000.0,2.949,3.058,2.92,2.786,6231.0,317.0,21.639556569220566,,,,,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,16.0,"Peace, Justice and Strong Institutions",0.5740826588779557
2289,CAR,Caribbean,PR,Puerto Rico,1260500000.0,2.294,2.631,1.973,2.071,7530.0,57601.0,20.954774305385584,,,,,J,Information and communication,61,Telecommunications,0.787105714,9.0,"Industry, Innovation and Infrastructure",
2289,CAR,Caribbean,PR,Puerto Rico,1260500000.0,2.294,2.631,1.973,2.071,7530.0,57601.0,20.954774305385584,,,,,G,Wholesale And Retail Trade,47,Retail trade,0.212894286,9.0,"Industry, Innovation and Infrastructure",
2292,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,773000000.0,3.002,3.051,2.987,2.933,874.0,895.0,20.465789607845355,,,,,K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,1.0,3.0,Good Health and Wellbeing,0.4220843228712395
2306,WEU,Western Europe,IE,Ireland,2470000000.0,3.79,4.9,3.0,2.738,184.0,43.0,21.627483987991155,Transportation,H.51.1.B,-0.1,-0.1,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",1.0,3.0,Good Health and Wellbeing,0.6134316176732436
2324,NAM,Northern America,US,United States of America,12385107000.0,3.207,3.776,3.0,2.429,1468.0,0.0,23.2397605394144,,,,,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",1.0,3.0,Good Health and Wellbeing,0.41046828401586816
2339,NAM,Northern America,US,United States of America,790723000.0,2.803,3.901,2.184,1.571,183.0,6091.0,20.48845827603251,End-use,J.61.2.B,-0.153072415,-0.153072415,J,Information and communication,61,Telecommunications,0.889950667,9.0,"Industry, Innovation and Infrastructure",
2339,NAM,Northern America,US,United States of America,790723000.0,2.803,3.901,2.184,1.571,183.0,6091.0,20.48845827603251,End-use,J.61.2.B,-0.153072415,-0.153072415,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",0.110049333,9.0,"Industry, Innovation and Infrastructure",
2365,WEU,Western Europe,FR,France,872000000.0,3.339,4.0,2.769,2.833,1144.0,421.0,20.586299983020044,,,,,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,3.0,Good Health and Wellbeing,0.8146929594641785
2377,EA,Eastern Asia,JP,Japan,725006000.0,2.792,3.5,2.926,1.357,1681.0,62624.0,20.40169049002608,,,,,C,Manufacturing,26,"Manufacture of computer, electronic and optical products",1.0,9.0,"Industry, Innovation and Infrastructure",0.4130587943642401
2380,NAM,Northern America,US,United States of America,5693603000.0,2.64,3.168,2.042,2.405,441976.0,4397.0,22.46260910103224,,,,,M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,0.168258834,3.0,Good Health and Wellbeing,0.4060222956455393
2380,NAM,Northern America,US,United States of America,5693603000.0,2.64,3.168,2.042,2.405,441976.0,4397.0,22.46260910103224,,,,,F,Construction,42,Civil engineering,0.168258834,9.0,"Industry, Innovation and Infrastructure",0.20239696198772827
2380,NAM,Northern America,US,United States of America,5693603000.0,2.64,3.168,2.042,2.405,441976.0,4397.0,22.46260910103224,,,,,N,"Professional, Scientific And Technical Activities",81,Services to buildings and landscape activities,0.663482333,12.0,Responsible Consumption and Production,0.5836854871194841
2416,NAM,Northern America,US,United States of America,1078309000.0,3.038,3.291,2.988,2.643,13375.0,101806.0,20.798659911216145,Operation,MTH004,-0.25,-0.25,C,Manufacturing,20,Manufacture of chemicals and chemical products,0.5,11.0,Sustainable Cities and Communities,0.6000000000000001
2416,NAM,Northern America,US,United States of America,1078309000.0,3.038,3.291,2.988,2.643,13375.0,101806.0,20.798659911216145,Operation,MTH004,-0.25,-0.25,C,Manufacturing,17,Manufacture of paper and paper products,0.5,11.0,Sustainable Cities and Communities,0.6000000000000001
2426,NAM,Northern America,US,United States of America,2071600000.0,2.893,3.6,2.0,2.69,1383.0,11467.0,21.45158709299673,Manufacturing,C.32.1.P,0.25,0.25,C,Manufacturing,32,Other manufacturing,1.0,3.0,Good Health and Wellbeing,
2435,NAM,Northern America,US,United States of America,2679634000.0,2.119,2.543,1.938,1.571,10200.0,12300.0,21.70894605535204,,,,,J,Information and communication,61,Telecommunications,1.0,11.0,Sustainable Cities and Communities,
2435,NAM,Northern America,US,United States of America,2679634000.0,2.119,2.543,1.938,1.571,10200.0,12300.0,21.70894605535204,,,,,J,Information and communication,61,Telecommunications,1.0,9.0,"Industry, Innovation and Infrastructure",
2465,NAM,Northern America,US,United States of America,4102108000.0,2.974,3.577,3.0,1.857,4098.0,13651.0,22.13476682511397,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,14,Manufacture of wearing apparel,1.0,3.0,Good Health and Wellbeing,1.0
2465,NAM,Northern America,US,United States of America,4102108000.0,2.974,3.577,3.0,1.857,4098.0,13651.0,22.13476682511397,End-use,C.14.34.P,0.5,0.4225000000000003,C,Manufacturing,14,Manufacture of wearing apparel,1.0,11.0,Sustainable Cities and Communities,0.6
2509,NAM,Northern America,US,United States of America,3305200000.0,3.021,3.1,3.0,2.905,4463.0,16104.0,21.918762823093857,,,,,M,"Professional, scientific and technical activities",73,"Activities of advertising, market research and public relations",0.341666667,3.0,Good Health and Wellbeing,0.4146425744007001
2509,NAM,Northern America,US,United States of America,3305200000.0,3.021,3.1,3.0,2.905,4463.0,16104.0,21.918762823093857,,,,,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,0.341666667,3.0,Good Health and Wellbeing,0.4146425744007001
2509,NAM,Northern America,US,United States of America,3305200000.0,3.021,3.1,3.0,2.905,4463.0,16104.0,21.918762823093857,,,,,J,Information and communication,62,"Computer programming, consultancy and related activities",0.316666667,16.0,"Peace, Justice and Strong Institutions",0.4586297490887747
2517,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,871900000.0,2.805,3.75,2.0,2.071,8153.0,7799.0,20.586185297544965,,,,,P,Public Administration And Defence; Compulsory Social Security,85,Education,0.5,4.0,Quality Education,
2517,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,871900000.0,2.805,3.75,2.0,2.071,8153.0,7799.0,20.586185297544965,,,,,Q,Education,88,Social work activities without accommodation,0.5,4.0,Quality Education,
2545,WEU,Western Europe,SE,Sweden,567000000.0,3.903,4.9,3.0,3.19,62.86,942.93,20.15586986345569,,,,,H,Transportation And Storage,51,Air transport,1.0,3.0,Good Health and Wellbeing,0.526334019558316
2575,WEU,Western Europe,DE,Germany,248316000.0,2.979,3.1,2.917,2.833,524.0,1726.0,19.33021269060909,Operation,J.58.45.P,0.042420559,0.042420559,N,"Professional, Scientific And Technical Activities",78,Employment activities,1.0,3.0,Good Health and Wellbeing,0.6093262225880116
2581,NAM,Northern America,US,United States of America,5501907000.0,2.89,3.523,2.959,1.667,104515.0,8991.0,22.42836059654331,Raw materials,C.32.34.B,-0.5,-0.5,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",1.0,8.0,Decent Work and Economic Growth,0.8206159785500926
2589,NAM,Northern America,US,United States of America,852427000.0,3.067,3.047,3.15,3.005,87.79,1375.38,20.563598134130032,,,,,J,Information and communication,58,Publishing activities,1.0,9.0,"Industry, Innovation and Infrastructure",0.5290490117277623
2601,NAM,Northern America,US,United States of America,10333967000.0,2.595,3.521,2.0,1.643,18968.0,91901.0,23.05870207356071,,,,,C,Manufacturing,32,Other manufacturing,1.0,3.0,Good Health and Wellbeing,0.8215289100497009
2605,NAM,Northern America,US,United States of America,3202053000.0,3.143,4.099,2.9,1.714,23200.0,107300.0,21.887058003851152,,,,,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",0.265000757,3.0,Good Health and Wellbeing,0.8082243795833778
2605,NAM,Northern America,US,United States of America,3202053000.0,3.143,4.099,2.9,1.714,23200.0,107300.0,21.887058003851152,,,,,C,Manufacturing,27,Manufacture of electrical equipment,0.734999243,3.0,Good Health and Wellbeing,0.8082243795833778
2616,WEU,Western Europe,FR,France,5610000000.0,2.845,3.405,2.985,1.667,612.0,2811.0,22.44781655665927,,,,,I,Accommodation And Food Service Activities,56,Food and beverage service activities,0.194410265,9.0,"Industry, Innovation and Infrastructure",
2616,WEU,Western Europe,FR,France,5610000000.0,2.845,3.405,2.985,1.667,612.0,2811.0,22.44781655665927,,,,,I,Accommodation And Food Service Activities,55,Accommodation,0.805589735,9.0,"Industry, Innovation and Infrastructure",
2616,WEU,Western Europe,FR,France,5610000000.0,2.845,3.405,2.985,1.667,612.0,2811.0,22.44781655665927,,,,,I,Accommodation And Food Service Activities,55,Accommodation,0.805589735,13.0,Climate Action,
2616,WEU,Western Europe,FR,France,5610000000.0,2.845,3.405,2.985,1.667,612.0,2811.0,22.44781655665927,,,,,I,Accommodation And Food Service Activities,56,Food and beverage service activities,0.194410265,13.0,Climate Action,
2627,NAM,Northern America,US,United States of America,1430000000.0,3.163,3.838,3.0,2.143,112617.0,51469.0,21.080940281917528,Other,ENVIB025,-0.25,-0.25,C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.0,3.0,Good Health and Wellbeing,1.0
2633,NAM,Northern America,US,United States of America,6255284000.0,2.999,3.816,2.963,1.571,128220.0,17432.0,22.556692383671493,,,,,M,"Professional, scientific and technical activities",75,Veterinary activities,0.156919174,3.0,Good Health and Wellbeing,0.5088541019543918
2633,NAM,Northern America,US,United States of America,6255284000.0,2.999,3.816,2.963,1.571,128220.0,17432.0,22.556692383671493,,,,,G,Wholesale And Retail Trade,47,Retail trade,0.843080826,8.0,Decent Work and Economic Growth,0.8012001944884155
2645,NAM,Northern America,US,United States of America,1561252000.0,2.895,3.65,2.35,2.19,281.0,3425.0,21.168753901068573,,,,,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,0.333333333,3.0,Good Health and Wellbeing,
2645,NAM,Northern America,US,United States of America,1561252000.0,2.895,3.65,2.35,2.19,281.0,3425.0,21.168753901068573,,,,,C,Manufacturing,32,Other manufacturing,0.333333333,3.0,Good Health and Wellbeing,
2645,NAM,Northern America,US,United States of America,1561252000.0,2.895,3.65,2.35,2.19,281.0,3425.0,21.168753901068573,,,,,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.333333333,3.0,Good Health and Wellbeing,
2677,NAM,Northern America,CA,Canada,843323000.0,2.912,3.2,3.0,2.286,8.0,482.0,20.55286059916402,Operation,J.58.20.P,0.1,0.1,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",1.0,3.0,Good Health and Wellbeing,0.8101268307768151
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,20.77137767682021,Disposal ,Q.86.1.P,0.039383075,0.039383075,C,Manufacturing,32,Other manufacturing,0.21138586,3.0,Good Health and Wellbeing,
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,20.77137767682021,Disposal ,Q.86.1.P,0.039383075,0.039383075,C,Manufacturing,26,"Manufacture of computer, electronic and optical products",0.419695982,3.0,Good Health and Wellbeing,
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,20.77137767682021,Manufacturing,C.20.26.B,-0.020831012,-0.020831012,Q,Education,86,Human health activities,0.290152009,3.0,Good Health and Wellbeing,
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,20.77137767682021,Disposal ,Q.86.1.P,0.039383075,0.039383075,Q,Education,86,Human health activities,0.290152009,3.0,Good Health and Wellbeing,
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,20.77137767682021,Disposal ,Q.86.1.P,0.039383075,0.039383075,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,0.078766149,3.0,Good Health and Wellbeing,
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,20.77137767682021,Manufacturing,C.20.26.B,-0.020831012,-0.020831012,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,0.078766149,3.0,Good Health and Wellbeing,
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,20.77137767682021,Manufacturing,C.20.26.B,-0.020831012,-0.020831012,C,Manufacturing,26,"Manufacture of computer, electronic and optical products",0.419695982,3.0,Good Health and Wellbeing,
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,20.77137767682021,Manufacturing,C.20.26.B,-0.020831012,-0.020831012,C,Manufacturing,32,Other manufacturing,0.21138586,3.0,Good Health and Wellbeing,
2690,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,720000000.0,2.745,2.5,2.9,3.0,18069.0,4467.0,20.394761771363264,,,,,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",1.0,11.0,Sustainable Cities and Communities,0.4232565600818783
2693,NAM,Northern America,US,United States of America,1409281000.0,3.177,3.9,3.55,1.429,70379.0,19815.0,21.06634548291001,Manufacturing,C.11.2.B,-0.1,-0.1,C,Manufacturing,10,Manufacture of food products,1.0,3.0,Good Health and Wellbeing,0.6026618134021001
2703,NAM,Northern America,US,United States of America,2550000000.0,2.79,3.101,2.9,2.095,1506.0,4151.0,21.659359196508905,,,,,K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,1.0,3.0,Good Health and Wellbeing,0.43572131256716506
2708,WEU,Western Europe,FR,France,4180000000.0,2.662,3.0,2.25,2.548,84296.0,2526.0,22.15357708372231,Manufacturing,F.42.41.B,-0.75,-0.61698286428,F,Construction,42,Civil engineering,0.5,9.0,"Industry, Innovation and Infrastructure",
2708,WEU,Western Europe,FR,France,4180000000.0,2.662,3.0,2.25,2.548,84296.0,2526.0,22.15357708372231,Manufacturing,F.42.41.B,-0.75,-0.61698286428,J,Information and communication,61,Telecommunications,0.5,9.0,"Industry, Innovation and Infrastructure",
2709,NAM,Northern America,US,United States of America,1126816000.0,2.577,3.0,2.9,1.429,1219.0,2226.0,20.842661794256152,End-use,J.58.16.B,-0.05,-0.05,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,9.0,"Industry, Innovation and Infrastructure",1.0
2709,NAM,Northern America,US,United States of America,1126816000.0,2.577,3.0,2.9,1.429,1219.0,2226.0,20.842661794256152,Transportation,M.70.4.P,0.05,0.05,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,9.0,"Industry, Innovation and Infrastructure",1.0
2739,NAM,Northern America,US,United States of America,6929249000.0,3.115,3.74,3.406,1.643,101923.0,84032.0,22.65901727501178,End-use,C.14.34.P,0.119939602,0.119939602,C,Manufacturing,14,Manufacture of wearing apparel,1.0,12.0,Responsible Consumption and Production,0.6063690088965946
2756,NAM,Northern America,US,United States of America,4283800000.0,3.051,4.125,2.077,2.286,6151.0,44551.0,22.17810630333475,,,,,J,Information and communication,61,Telecommunications,1.0,9.0,"Industry, Innovation and Infrastructure",
2774,NAM,Northern America,US,United States of America,66500000000.0,3.805,4.518,3.769,2.571,517000.0,464000.0,24.920467784623256,,,,,C,Manufacturing,30,Manufacture of other transport equipment,0.800658345,2.0,Zero Hunger,0.4
2774,NAM,Northern America,US,United States of America,66500000000.0,3.805,4.518,3.769,2.571,517000.0,464000.0,24.920467784623256,,,,,C,Manufacturing,33,"Repair, maintenance and installation of machinery and equipment",0.099670828,2.0,Zero Hunger,0.4
2774,NAM,Northern America,US,United States of America,66500000000.0,3.805,4.518,3.769,2.571,517000.0,464000.0,24.920467784623256,,,,,O,Administrative And Support Service Activities,84,Public administration and defence; compulsory social security,0.099670828,12.0,Responsible Consumption and Production,0.37187974526413503
