entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,revenue_log,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,nace_level_1_code,nace_level_1_name,nace_level_2_code,nace_level_2_name,revenue_pct,sdg_id,sdg_name,Sector_Comp_1,Sector_Comp_2,Sector_Comp_3,Sector_Comp_4,Sector_Comp_5,Sector_Comp_6,Sector_Comp_7,Sector_Comp_8,Sector_Comp_9,Sector_Comp_10,num_activities,avg_env_score_adjustment,has_activity,revenue_x_environmental_score,revenue_x_governance_score,E_x_S,S_x_G,country_ts2_per_revenue,target_scope_1_log,target_scope_2_log,sector_avg_scope2_log,sector_median_scope2_log,country_avg_scope2_log,country_avg_scope2_per_revenue,country_avg_esg,rev_x_env,rev_x_gov,env_x_gov,esg_sum,sector1_x_country,ESG_Comp_1,ESG_Comp_2
2324,NAM,Northern America,US,United States of America,12385107000.0,3.207,3.776,3.0,2.429,1468.0,0.0,23.2397605394144,Operation,MTH002,-0.1,-0.1,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",1.0,3.0,Good Health and Wellbeing,-0.2063097058465182,-0.2007684847159055,-0.1137615087657349,-0.145587722578426,-0.380849260668415,0.2324373437517486,-0.2311511356089238,0.139221656273742,-0.2968090636036025,-0.6281245646839181,1,-0.1,1,46766164032.0,30083424903.0,11.328,7.286999999999999,4.5487802618851305e-05,7.292337176173877,0.0,4.718286929559248,5.302425443933707,9.558663510576434,1.3481632512183627e-05,3.565965986394558,46766164032.0,30083424902.999996,9.171904,9.205,-9.384575177899692e-06,7756724375.319346,-0.3389648148299312
2339,NAM,Northern America,US,United States of America,790723000.0,2.803,3.901,2.184,1.571,183.0,6091.0,20.48845827603251,End-use,J.61.2.B,-0.153072415,-0.153072415,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",0.110049333,9.0,"Industry, Innovation and Infrastructure",-0.1164462494747787,-0.115867718740472,-0.0448275012648727,-0.0717748070225032,-0.1424603154955586,-0.0248417211680259,-0.1451662521870111,0.0312332033580385,0.0873655076512219,-0.1771526720093515,2,-0.153072415,1,3084610423.0,1242225833.0,8.519784,3.431064,4.5487802618851305e-05,5.214935757608986,8.714731714015052,8.13810958837859,8.258681496264236,9.558663510576434,1.3481632512183627e-05,3.565965986394558,3084610423.0,1242225833.0,6.128470999999999,7.656,-5.296884011814251e-06,-3837659624.6806507,-0.14835391694775588
2365,WEU,Western Europe,FR,France,872000000.0,3.339,4.0,2.769,2.833,1144.0,421.0,20.586299983020044,Operation,MTH002,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,3.0,Good Health and Wellbeing,-0.1292209714998988,-0.0588249862110986,-0.1330587678184049,-0.2242079399675824,-0.0434914597081004,-0.0705133708190659,-0.1216459936173267,0.1115193765404112,-0.2741815124568126,-0.2406238726585362,1,-0.1,1,3488000000.0,2470376000.0,11.076,7.844577000000001,1.4630044194219064e-05,7.0431599159883405,6.045005314036012,10.30932552506939,10.996263838148824,8.555753572198892,8.915957793295588e-06,3.3401162790697674,3488000000.0,2470376000.0,11.332,9.602,-1.8905085238634417e-06,-3756382624.6806526,-0.561144348564993
2377,EA,Eastern Asia,JP,Japan,725006000.0,2.792,3.5,2.926,1.357,1681.0,62624.0,20.40169049002608,Operation,MTH002,-0.1,-0.1,C,Manufacturing,26,"Manufacture of computer, electronic and optical products",1.0,9.0,"Industry, Innovation and Infrastructure",1.8508807472894344,-0.0160210741080923,-0.0511701356039419,-0.171767134393922,-0.1365476689855811,-0.1816261677989803,0.2674025019678143,-0.0095410014429532,0.1226768297621894,-0.1647093057643618,1,-0.1,1,2537521000.0,983833142.0,10.241,3.970582,8.637721618855568e-05,7.427738840532894,11.044919838387166,8.811255964848684,8.489541878270675,11.044919838387166,8.637721618855568e-05,3.5,2537521000.0,983833142.0,4.7495,7.783,0.00015987392644785497,-3903376624.680648,0.004614784770823609
2380,NAM,Northern America,US,United States of America,5693603000.0,2.64,3.168,2.042,2.405,441976.0,4397.0,22.46260910103224,Manufacturing,C.11.2.B,-0.1,-0.1,M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,0.168258834,3.0,Good Health and Wellbeing,-0.2095625527466066,-0.1278290807811931,0.8681592969325257,-0.0439603618311775,-0.1578203584834865,-0.1060041491730221,-0.3174343693212134,-0.1194296695005038,-0.3103583785259027,-0.3693609936260977,3,-0.1,1,18037334304.0,13693115214.999998,6.469056,4.911009999999999,4.5487802618851305e-05,12.99901312350681,8.388905171114706,7.930427267962083,7.98514393119862,9.558663510576434,1.3481632512183627e-05,3.565965986394558,18037334304.0,13693115214.999998,7.61904,7.615,-9.532540035640256e-06,1065220375.3193463,0.5225881977872902
2416,NAM,Northern America,US,United States of America,1078309000.0,3.038,3.291,2.988,2.643,13375.0,101806.0,20.798659911216145,Operation,MTH004,-0.25,-0.25,C,Manufacturing,20,Manufacture of chemicals and chemical products,0.5,11.0,Sustainable Cities and Communities,-0.1410887570956777,-0.0948757425832258,-0.1052499434368345,-0.174714774531283,-0.0778485789350241,-0.0614445783991379,-0.1449379507744321,0.0746679340004145,-0.2584060029720081,-0.2990623583614047,2,-0.25,1,3548714919.0,2849970687.0,9.833508,7.897283999999999,4.5487802618851305e-05,9.501217335324483,11.53083414301352,10.30932552506939,10.996263838148824,9.558663510576434,1.3481632512183627e-05,3.565965986394558,3548714919.0,2849970687.0,8.698113,8.922,-6.417817534507243e-06,-3550073624.6806526,0.05212590692186953
2426,NAM,Northern America,US,United States of America,2071600000.0,2.893,3.6,2.0,2.69,1383.0,11467.0,21.45158709299673,Manufacturing,C.32.1.P,0.25,0.25,C,Manufacturing,32,Other manufacturing,1.0,3.0,Good Health and Wellbeing,-0.1551133850589651,-0.0177003292087317,-0.2353614246447471,-0.6351424170371994,1.8231572270443888,0.2921223733946841,-0.0120229840029373,-0.110149757244032,0.1863876025255006,0.2454893432512159,1,0.25,1,7457760000.0,5572604000.0,7.2,5.38,4.5487802618851305e-05,7.232733136177615,9.34731582700326,9.688135216471387,10.42519376739833,9.558663510576434,1.3481632512183627e-05,3.565965986394558,7457760000.0,5572604000.0,9.684,8.29,-7.055767043104084e-06,-2556782624.680654,0.08730618697371657
2435,NAM,Northern America,US,United States of America,2679634000.0,2.119,2.543,1.938,1.571,10200.0,12300.0,21.70894605535204,Operation,MTH002,-0.1,-0.1,J,Information and communication,61,Telecommunications,1.0,11.0,Sustainable Cities and Communities,-0.132705246662764,-0.1524454785831751,-0.0399280045205775,-0.0804359977815169,-0.2419557530837442,-0.0273149847290908,-0.2543597398902333,0.0017612407863016,0.2892124098247242,-0.2692071364441745,2,-0.1,1,6814309262.0,4209705014.0,4.928334,3.044598,4.5487802618851305e-05,9.23024103368252,9.417435838868784,7.153019837360215,8.058960017769417,9.558663510576434,1.3481632512183627e-05,3.565965986394558,6814309262.0,4209705014.0,3.995053,6.052,-6.036470066681785e-06,-1948748624.6806521,1.2152309172122213
2465,NAM,Northern America,US,United States of America,4102108000.0,2.974,3.577,3.0,1.857,4098.0,13651.0,22.13476682511397,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,14,Manufacture of wearing apparel,1.0,3.0,Good Health and Wellbeing,2.8418254069467084,0.0820679249546015,0.0321845099634159,0.072767190871868,-0.157404527381089,0.0451853949752778,-0.14665591756427,0.0350349429462723,-0.1220119731482472,0.0011215501908705,2,0.2,1,14673240316.0,7617614556.0,10.731,5.571,4.5487802618851305e-05,8.318498320504338,9.521641310026595,10.653070814251727,11.09860627490844,9.558663510576434,1.3481632512183627e-05,3.565965986394558,14673240316.0,7617614556.0,6.642488999999999,8.434,0.00012926839318842866,-526274624.68065125,-0.12858611947301885
2509,NAM,Northern America,US,United States of America,3305200000.0,3.021,3.1,3.0,2.905,4463.0,16104.0,21.918762823093857,Operation,MTH002,-0.1,-0.1,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,0.341666667,3.0,Good Health and Wellbeing,-0.1964643230289172,-0.2235619872200783,-0.1577536122741222,-0.1263966408695247,-0.4110524333616357,-0.322123151069543,0.348302867535846,-0.2039301255560386,0.5515370621358976,-0.3352806684683293,3,-0.1,1,10246120000.0,9601606000.0,9.3,8.715,4.5487802618851305e-05,8.403800504061147,9.6868850617653,7.638885374683636,7.745474273970921,9.558663510576434,1.3481632512183627e-05,3.565965986394558,10246120000.0,9601606000.0,9.0055,9.004999999999999,-8.936730347585629e-06,-1323182624.6806543,0.21019454294546028
2517,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,871900000.0,2.805,3.75,2.0,2.071,8153.0,7799.0,20.586185297544965,Operation,MTH002,-0.1,-0.1,P,Public Administration And Defence; Compulsory Social Security,85,Education,0.5,4.0,Quality Education,-0.3803548342794353,-0.4648090119005666,-0.3676045244819541,-0.6614455909646333,-1.82805172547146,-0.1178905735455693,0.0718091728578062,12.781906334063772,4.668305595803175,6.691085360165035,2,-0.1,1,3269625000.0,1805704900.0,7.5,4.142,9.190606958410844e-06,9.006263883379198,8.961879012677683,8.218977067935077,8.395157685917635,7.839892076213068,9.367221878971305e-06,3.5126612903225807,3269625000.0,1805704900.0000002,7.76625,7.821,-3.4956917865937814e-06,-3756482624.680651,0.003987763986528231
2545,WEU,Western Europe,SE,Sweden,567000000.0,3.903,4.9,3.0,3.19,62.86,942.93,20.15586986345569,Other,ENVIB010,-0.1,-0.1,H,Transportation And Storage,51,Air transport,1.0,3.0,Good Health and Wellbeing,-0.2015071453114926,-0.3065755443783259,-0.3985634874039611,1.1830245651687268,1.712004103278975,0.5480545860510021,-0.1320890443625162,1.0435850922619552,-0.534441390691824,-0.6881779018495949,1,-0.1,1,2778300000.0,1808730000.0,14.7,9.57,1.0694268470598077e-06,4.156693187286636,6.850052010853692,6.478537449297974,6.478537449297974,7.401859980392121,4.0203112473878347e-07,3.319125,2778300000.0,1808730000.0,15.631,11.09,-2.1549715107049205e-07,-4061382624.680653,-1.519363175060802
2575,WEU,Western Europe,DE,Germany,248316000.0,2.979,3.1,2.917,2.833,524.0,1726.0,19.33021269060909,Operation,J.58.45.P,0.042420559,0.042420559,N,"Professional, Scientific And Technical Activities",78,Employment activities,1.0,3.0,Good Health and Wellbeing,-0.2057722379010423,-0.2049529621633062,-0.1231298780885685,0.1085713591485253,-0.1659365443128542,-0.0243081402632718,-0.1757331539498806,0.2471775794467748,-0.2533500281503502,-0.4507610331538016,1,0.042420559,1,769779600.0,703479228.0,9.0427,8.263861,1.1990447633649742e-05,6.263398262591624,7.454141078146678,7.5037691241370545,7.313666410316639,8.381460508005716,1.0678389188116252e-05,3.234346153846154,769779600.0,703479228.0,8.782300000000001,8.85,-2.4673012430113643e-06,-4380066624.680655,0.2322505371283451
2581,NAM,Northern America,US,United States of America,5501907000.0,2.89,3.523,2.959,1.667,104515.0,8991.0,22.42836059654331,Raw materials,C.32.34.B,-0.5,-0.5,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",1.0,8.0,Decent Work and Economic Growth,-0.1500908437845649,-0.1400270798588175,-0.1440841601645964,-0.2271920659278601,-0.0748224649506281,-0.0719684666196038,-0.157951291367082,0.1671356915992951,-0.2606180627261344,-0.3418663983881341,1,-0.5,1,19383218361.0,9171678969.0,10.424557,4.932653,4.5487802618851305e-05,11.557095448714705,9.104090572133472,8.13810958837859,8.258681496264236,9.558663510576434,1.3481632512183627e-05,3.565965986394558,19383218361.0,9171678969.0,5.872841,8.149000000000001,-6.8273026769691326e-06,873524375.3193501,-0.0394580999050523
2589,NAM,Northern America,US,United States of America,852427000.0,3.067,3.047,3.15,3.005,87.79,1375.38,20.563598134130032,Operation,MTH002,-0.1,-0.1,J,Information and communication,58,Publishing activities,1.0,9.0,"Industry, Innovation and Infrastructure",-0.1878194664882234,-0.2076881689171545,-0.0993701485199847,-0.1593879601672233,-0.27355718927758,-0.0397704730539486,-0.2132360675888908,0.5696362370311673,-0.0621378570808254,-0.4277003752184117,1,-0.1,1,2597345069.0,2561543135.0,9.59805,9.46575,4.5487802618851305e-05,4.486274031044236,7.227212143158062,7.575414016329099,8.123854263105914,9.558663510576434,1.3481632512183627e-05,3.565965986394558,2597345069.0,2561543135.0,9.156235,9.202,-8.543494819594263e-06,-3775955624.6806545,0.1902912284108532
2601,NAM,Northern America,US,United States of America,10333967000.0,2.595,3.521,2.0,1.643,18968.0,91901.0,23.05870207356071,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,32,Other manufacturing,1.0,3.0,Good Health and Wellbeing,-0.1551133850589651,-0.0177003292087317,-0.2353614246447471,-0.6351424170371994,1.8231572270443888,0.2921223733946841,-0.0120229840029373,-0.110149757244032,0.1863876025255006,0.2454893432512159,1,-0.1,1,36385897807.0,16978707781.0,7.042,3.286,4.5487802618851305e-05,9.850561346726725,11.42847807089261,9.688135216471387,10.42519376739833,9.558663510576434,1.3481632512183627e-05,3.565965986394558,36385897807.0,16978707781.0,5.785003,7.164,-7.055767043104084e-06,5705584375.31935,0.3010306196386919
2605,NAM,Northern America,US,United States of America,3202053000.0,3.143,4.099,2.9,1.714,23200.0,107300.0,21.887058003851152,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",0.265000757,3.0,Good Health and Wellbeing,-0.1794232681822308,0.0037239368836097,-0.1308811194437359,-0.0761165658081999,-0.2678922763092987,-0.154643956313789,-0.6562277235082624,-0.4816174848160993,-0.4672307825159448,0.3594366970066334,2,-0.1,1,13125215247.0,5488318842.0,11.8871,4.9706,4.5487802618851305e-05,10.05195066017375,11.583393248239856,10.513691582646233,11.00839664134826,9.558663510576434,1.3481632512183627e-05,3.565965986394558,13125215247.0,5488318842.0,7.025686,8.713000000000001,-8.161570208302538e-06,-1426329624.6806495,-0.5748584144875001
2616,WEU,Western Europe,FR,France,5610000000.0,2.845,3.405,2.985,1.667,612.0,2811.0,22.44781655665927,Operation,MTH002,-0.1,-0.1,I,Accommodation And Food Service Activities,56,Food and beverage service activities,0.194410265,13.0,Climate Action,-0.3634512920240286,-0.4816459848554576,-0.8579386983275488,7.642318772593639,1.5905129798010926,0.0344883893277892,1.1697221200310204,0.2621796100127505,-0.4777673158368828,0.092106992632175,4,-0.1,1,19102050000.0,9351870000.0,10.163925,4.975995,1.4630044194219064e-05,6.418364935936212,7.941651252930556,9.140650932404782,8.977332814996963,8.555753572198892,8.915957793295588e-06,3.3401162790697674,19102050000.0,9351870000.0,5.6761349999999995,8.057,-5.317308464757557e-06,981617375.3193495,0.06317070989997184
2627,NAM,Northern America,US,United States of America,1430000000.0,3.163,3.838,3.0,2.143,112617.0,51469.0,21.080940281917528,Other,ENVIB025,-0.25,-0.25,C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.0,3.0,Good Health and Wellbeing,-0.1268388683850003,-0.032339460836309,-0.0389967944119376,-0.0627537413385348,-0.1132565360318575,-0.0228221897618135,-0.1163277419102058,0.0897978679797576,-0.1110302380949342,-0.1777756302632419,1,-0.25,1,5488340000.0,3064489999.9999995,11.514,6.428999999999999,4.5487802618851305e-05,11.6317568398159,10.8487543926468,10.04675700102856,10.415457241917114,9.558663510576434,1.3481632512183627e-05,3.565965986394558,5488340000.0,3064489999.9999995,8.224834,8.981,-5.769621409495352e-06,-3198382624.6806517,-0.41340529798592957
2633,NAM,Northern America,US,United States of America,6255284000.0,2.999,3.816,2.963,1.571,128220.0,17432.0,22.556692383671493,Other,ENVIB010,-0.1,-0.1,G,Wholesale And Retail Trade,47,Retail trade,0.843080826,8.0,Decent Work and Economic Growth,0.8205141592562452,-0.0475850685538287,-0.037091219568444,-0.0702793759631187,-0.1392641631471365,-0.1180236469650709,0.2633157212862327,-0.0415935855924838,-0.1152840538815328,-0.0980902252498959,2,-0.1,1,23870163744.0,9827051164.0,11.306808,4.654873,4.5487802618851305e-05,11.76151061660614,9.766120240743216,9.96575113437934,10.255797985839772,9.558663510576434,1.3481632512183627e-05,3.565965986394558,23870163744.0,9827051164.0,5.994935999999999,8.35,3.732338612222081e-05,1626901375.3193498,-0.3030189007683851
2645,NAM,Northern America,US,United States of America,1561252000.0,2.895,3.65,2.35,2.19,281.0,3425.0,21.168753901068573,Operation,MTH002,-0.1,-0.1,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,0.333333333,3.0,Good Health and Wellbeing,-0.1708941695195067,-0.1353723459826724,-0.1749254264703446,-0.2993316707858988,0.4146837556796408,-0.1188224918086324,0.3636725435401023,-0.1837085246480163,0.2222818266650648,-0.0561126559978593,3,-0.1,1,5698569800.0,3419141880.0,8.5775,5.1465,4.5487802618851305e-05,5.641907070938114,8.139148678884066,7.638885374683636,7.745474273970921,9.558663510576434,1.3481632512183627e-05,3.565965986394558,5698569800.0,3419141880.0,7.9935,8.19,-7.773600251815836e-06,-3067130624.6806526,-0.02675066084609292
2677,NAM,Northern America,CA,Canada,843323000.0,2.912,3.2,3.0,2.286,8.0,482.0,20.55286059916402,Operation,J.58.20.P,0.1,0.1,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",1.0,3.0,Good Health and Wellbeing,-0.2063097058465182,-0.2007684847159055,-0.1137615087657349,-0.145587722578426,-0.380849260668415,0.2324373437517486,-0.2311511356089238,0.139221656273742,-0.2968090636036025,-0.6281245646839181,1,0.1,1,2698633600.0,1927836378.0,9.6,6.8580000000000005,8.23447626268811e-06,2.19722457733622,6.180016653652572,4.718286929559248,5.302425443933707,9.793829150431462,1.0142715467151869e-05,3.7438333333333333,2698633600.0,1927836378.0,7.315200000000001,8.486,-1.6988523755553206e-06,-3785059624.680651,0.16861401043646754
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,20.77137767682021,Disposal ,Q.86.1.P,0.039383075,0.039383075,C,Manufacturing,32,Other manufacturing,0.21138586,3.0,Good Health and Wellbeing,1.4995978047622356,-0.0919210067285407,-0.2477927640203461,-0.6861799007541998,0.5581449851011537,-0.5220630022602714,1.768944788799791,-0.2862205583418311,0.4751099303097783,0.322289074979425,8,0.0092760314999999,1,3905449936.0,2548720552.0,9.327331999999998,6.087073999999999,4.5487802618851305e-05,10.576610581265143,10.42519376739833,9.688135216471387,10.42519376739833,9.558663510576434,1.3481632512183627e-05,3.565965986394558,3905449936.0,2548720552.0,9.040738,8.657,6.821340895068728e-05,-3579094624.6806526,-0.17199171537999203
2690,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,720000000.0,2.745,2.5,2.9,3.0,18069.0,4467.0,20.394761771363264,Disposal ,Q.86.1.P,0.03242468,0.03242468,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",1.0,11.0,Sustainable Cities and Communities,-0.2408024093572221,0.1094757528355546,-0.1686775963459327,-0.2630275402282361,-0.2093605428446343,-0.1451682256537337,-0.7794755666668364,-0.2890598332842943,-0.7372703542024934,-0.9555751694675207,1,0.03242468,1,1800000000.0,2160000000.0,7.25,8.7,9.190606958410844e-06,9.802008383586276,8.404696160189092,10.513691582646233,11.00839664134826,7.839892076213068,9.367221878971305e-06,3.5126612903225807,1800000000.0,2160000000.0,7.5,8.4,-2.213120299040582e-06,-3908382624.6806545,0.7861440416236263
2693,NAM,Northern America,US,United States of America,1409281000.0,3.177,3.9,3.55,1.429,70379.0,19815.0,21.06634548291001,Manufacturing,C.11.2.B,-0.1,-0.1,C,Manufacturing,10,Manufacture of food products,1.0,3.0,Good Health and Wellbeing,-0.156211375269386,-0.1573218880558126,-0.0768784869260623,-0.0274860844882202,-0.1825608191895309,-0.0366448139260119,-0.1239903977068158,0.1151474571327065,-0.1267367847435618,-0.2216835655288108,1,-0.1,1,5496195900.0,2013862549.0,13.845,5.07295,4.5487802618851305e-05,11.161664410875575,9.894244971169195,8.388512915584489,8.925543386961966,9.558663510576434,1.3481632512183627e-05,3.565965986394558,5496195900.0,2013862549.0,5.5731,8.879,-7.10571220507314e-06,-3219101624.68065,-0.5810988945905635
2703,NAM,Northern America,US,United States of America,2550000000.0,2.79,3.101,2.9,2.095,1506.0,4151.0,21.659359196508905,Operation,MTH002,-0.1,-0.1,K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,1.0,3.0,Good Health and Wellbeing,-0.2081568122690236,-0.2074417927642774,-0.1117226997244307,-0.1474206133562779,-0.341979817844499,0.1835932615447032,-0.2028155532392847,0.2397339777187869,-0.1932864891642156,-0.4743316522920636,1,-0.1,1,7907550000.0,5342250000.000001,8.992899999999999,6.075500000000001,4.5487802618851305e-05,7.317876198626496,8.331345424845724,6.657729701238671,7.454141078146678,9.558663510576434,1.3481632512183627e-05,3.565965986394558,7907550000.0,5342250000.000001,6.496595,8.096,-9.468595990262631e-06,-2078382624.680652,0.3208044851229024
2708,WEU,Western Europe,FR,France,4180000000.0,2.662,3.0,2.25,2.548,84296.0,2526.0,22.15357708372231,Manufacturing,F.42.41.B,-0.75,-0.61698286428,F,Construction,42,Civil engineering,0.5,9.0,"Industry, Innovation and Infrastructure",-0.1558269084525261,-0.1210040736842703,1.7179245774888043,0.0667843595264285,0.0548201954329027,0.0237088244945631,-0.06109084658102,-0.0047056623452352,0.0920801500543802,-0.0367599273850473,2,-0.75,1,12540000000.0,10650640000.0,6.75,5.7330000000000005,1.4630044194219064e-05,11.342101556168096,7.834788107388194,6.876052361077521,6.9726062513017535,8.555753572198892,8.915957793295588e-06,3.3401162790697674,12540000000.0,10650640000.0,7.644,7.798,-2.279754557308985e-06,-448382624.6806541,0.5910275326742774
2709,NAM,Northern America,US,United States of America,1126816000.0,2.577,3.0,2.9,1.429,1219.0,2226.0,20.842661794256152,End-use,J.58.16.B,-0.05,-0.05,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,9.0,"Industry, Innovation and Infrastructure",-0.2298826379261803,-0.2600863166884134,-0.1451878923760583,-0.1814946249616094,-0.5069961592563981,-0.1048703976881754,-0.3254436862052203,0.2996858616150637,-0.0472758205478751,-0.88579432228339,2,0.0,1,3380448000.0,1610220064.0,8.7,4.1441,4.5487802618851305e-05,7.106606137727303,7.708410667257367,7.326217478249711,7.869793956908094,9.558663510576434,1.3481632512183627e-05,3.565965986394558,3380448000.0,1610220064.0,4.287,7.329000000000001,-1.045685605948695e-05,-3501566624.6806498,0.47690416418545045
2739,NAM,Northern America,US,United States of America,6929249000.0,3.115,3.74,3.406,1.643,101923.0,84032.0,22.65901727501178,End-use,C.14.34.P,0.119939602,0.119939602,C,Manufacturing,14,Manufacture of wearing apparel,1.0,12.0,Responsible Consumption and Production,1.3749794935194628,0.0043764762405316,0.0035026150939947,0.0240453421223779,-0.1085486497865092,0.017236057892996,-0.0897333713295087,0.0310646530393074,-0.0752158044449719,-0.0216201932478341,1,0.119939602,1,25915391260.0,11384756107.0,12.73844,5.596058,4.5487802618851305e-05,11.531982716503686,11.338964857820145,10.653070814251727,11.09860627490844,9.558663510576434,1.3481632512183627e-05,3.565965986394558,25915391260.0,11384756107.0,6.14482,8.789000000000001,6.254479580618145e-05,2300866375.3193502,-0.38228308590164406
2756,NAM,Northern America,US,United States of America,4283800000.0,3.051,4.125,2.077,2.286,6151.0,44551.0,22.178106303334754,Other,ENVIB010,-0.1,-0.1,J,Information and communication,61,Telecommunications,1.0,9.0,"Industry, Innovation and Infrastructure",-0.1122858332852737,-0.1128802255283567,-0.0325536421480019,-0.0525562522043147,-0.150824262637837,-0.0190141319591883,-0.1435852824924904,0.0144278019593219,0.1303963870415138,-0.1567845365653566,1,-0.1,1,17670675000.0,9792766800.0,8.567625,4.748022,4.5487802618851305e-05,8.72453251118548,10.704412325269503,7.153019837360215,8.058960017769417,9.558663510576434,1.3481632512183627e-05,3.565965986394558,17670675000.0,9792766800.0,9.42975,8.488,-5.107635821373774e-06,-344582624.6806525,-0.3810372819716617
2774,NAM,Northern America,US,United States of America,66500000000.0,3.805,4.518,3.769,2.571,517000.0,464000.0,24.920467784623256,Operation,MTH002,-0.1,-0.1,C,Manufacturing,30,Manufacture of other transport equipment,0.800658345,2.0,Zero Hunger,-0.3112891817547875,0.7947905234257395,-0.2854278698443305,0.1628285465849905,0.2383729398607125,-0.4027829500396325,-0.2451818953746611,-1.5518820313039705,0.9989165152163152,1.4553122641066565,3,-0.1,1,300447000000.0,170971500000.0,17.028342,9.690099000000002,4.5487802618851305e-05,13.155800087724671,13.047641986378483,9.791128389405298,9.270643459842459,9.558663510576434,1.3481632512183627e-05,3.565965986394558,300447000000.0,170971500000.0,11.615778,10.857999999999999,-1.4159860857045502e-05,61871617375.31935,-1.0806987381756312
2775,WEU,Western Europe,DE,Germany,4058900000.0,2.866,3.9,2.014,2.029,40923.1,29853.6,22.124177838136056,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,-0.2020996221309397,-0.2020996988328295,-0.1502649496717048,-0.3313565779430995,-0.2998400207480256,-0.4816221433023002,1.2219606457097376,-0.2329155369991831,-0.2275543301989229,-0.1926857055512954,1,-0.1,1,15829710000.0,8235508100.0,7.854599999999999,4.086405999999999,1.1990447633649742e-05,10.61947441054975,10.304094210800566,8.692736115246955,8.480201539915154,8.381460508005716,1.0678389188116252e-05,3.234346153846154,15829710000.0,8235508100.0,7.913099999999999,7.943,-2.423264935941433e-06,-569482624.6806519,-0.12407579842906948
2785,NAM,Northern America,US,United States of America,5769577000.0,2.836,3.138,2.9,2.214,4938.0,49196.0,22.475864604727114,Operation,J.58.94.P,0.078581515,0.078581515,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,8.0,Decent Work and Economic Growth,-0.2298826379261803,-0.2600863166884134,-0.1451878923760583,-0.1814946249616094,-0.5069961592563981,-0.1048703976881754,-0.3254436862052203,0.2996858616150637,-0.0472758205478751,-0.88579432228339,2,0.1161477565,1,18104932626.0,12773843478.0,9.1002,6.420599999999999,4.5487802618851305e-05,8.504918160540624,10.803587925011556,7.326217478249711,7.869793956908094,9.558663510576434,1.3481632512183627e-05,3.565965986394558,18104932626.0,12773843478.0,6.947532,8.252,-1.045685605948695e-05,1141194375.3193479,0.28732509383258403
2790,NAM,Northern America,US,United States of America,30300000000.0,3.02,3.8,2.94,1.714,344074.0,137440.0,24.13441354949473,Operation,MTH002,-0.1,-0.1,G,Wholesale And Retail Trade,47,Retail trade,0.0849,2.0,Zero Hunger,-0.0516811445395488,-0.1286262647559997,-0.1321798134850131,-0.2074081597806362,-0.0734336302689633,-0.0654915834542451,-0.1486158090159387,0.1543005285689065,-0.2413987842563125,-0.3142651922311473,2,-0.1,1,115140000000.0,51934200000.0,11.172,5.03916,4.5487802618851305e-05,12.748614935847732,11.830950013093824,9.96575113437934,10.255797985839772,9.558663510576434,1.3481632512183627e-05,3.565965986394558,115140000000.0,51934200000.0,6.513199999999999,8.454,-2.350861701931321e-06,25671617375.319344,-0.19588441037593332
2805,NAM,Northern America,US,United States of America,840400000.0,3.376,3.94,2.981,2.833,36538.0,65205.0,20.54938852812503,Operation,MTH002,-0.1,-0.1,C,Manufacturing,24,Manufacture of basic metals,0.1941,3.0,Good Health and Wellbeing,-0.3611122273563888,3.525910363129753,-0.0788908825177071,-0.0595459734660957,-0.0713230443729157,-0.0140178548924055,0.0060491256567885,0.1715516863127852,-0.1528029644852466,-0.1650117352391359,2,-0.1,1,3311176000.0,2380853200.0,11.74514,8.445173,4.5487802618851305e-05,10.50613546228876,11.085306768220624,11.085306768220624,11.085306768220624,9.558663510576434,1.3481632512183627e-05,3.565965986394558,3311176000.0,2380853200.0,11.16202,9.754,-1.642620172124117e-05,-3787982624.680652,-0.5748798382500765
