entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,revenue_log,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,nace_level_1_code,nace_level_1_name,nace_level_2_code,nace_level_2_name,revenue_pct,sdg_id,sdg_name,Sector_Comp_1,Sector_Comp_2,Sector_Comp_3,Sector_Comp_4,Sector_Comp_5,Sector_Comp_6,Sector_Comp_7,Sector_Comp_8,Sector_Comp_9,Sector_Comp_10,num_activities,avg_env_score_adjustment,has_activity,revenue_x_environmental_score,revenue_x_governance_score,E_x_S,S_x_G,country_ts2_per_revenue,target_scope_1_log,target_scope_2_log
3429,WEU,Western Europe,SE,Sweden,14800000000.0,2.479,2.62,2.607,2.071,10617.0,558.0,23.41789301778405,Operation,MTH002,-0.1,-0.1,F,Construction,43,Specialised construction activities,1.0,9.0,"Industry, Innovation and Infrastructure",-0.3109677363258872,1.049343280657243,0.311945780190306,-0.1023812553722758,-0.2367438612786826,-0.076843845691421,-0.4219782352304714,0.0893137024981673,-0.3453802047329833,-0.6007338455546548,1,-0.1,1,38776000000.0,30650800000.000004,6.8303400000000005,5.399097000000001,1.0694268470598077e-06,9.270305953143616,6.326149473155099
2416,NAM,Northern America,US,United States of America,1078309000.0,3.038,3.291,2.988,2.643,13375.0,101806.0,20.798659911216145,Operation,MTH004,-0.25,-0.25,C,Manufacturing,20,Manufacture of chemicals and chemical products,0.5,11.0,Sustainable Cities and Communities,-0.1410887570956777,-0.0948757425832258,-0.1052499434368345,-0.174714774531283,-0.0778485789350241,-0.0614445783991379,-0.1449379507744321,0.0746679340004145,-0.2584060029720081,-0.2990623583614047,2,-0.25,1,3548714919.0,2849970687.0,9.833508,7.897283999999999,4.5487802618851305e-05,9.501217335324483,11.53083414301352
3981,WEU,Western Europe,SE,Sweden,12900000000.0,2.755,3.05,3.0,1.929,1231.0,33791.0,23.28049314839156,Operation,L.68.3.B,-0.25,-0.25,L,Financial And Insurance Activities,68,Real estate activities,1.0,3.0,Good Health and Wellbeing,-0.2989398521842472,-0.3485930491518978,-0.3001024064485692,-0.2126969107687884,-2.331349238368224,9.882287323297248,2.07182412383694,-1.2392379433525549,0.3568782073349687,0.7279458254732399,2,-0.25,1,39345000000.0,24884100000.0,9.15,5.787,1.0694268470598077e-06,7.116394144093465,10.427979367065934
1494,NAM,Northern America,US,United States of America,14000000000.0,3.383,3.022,4.9,2.214,4319.0,0.0,23.362323166633097,Other,ENVIB010,-0.1,-0.1,R,Human Health And Social Work Activities,92,Gambling and betting activities,1.0,3.0,Good Health and Wellbeing,-0.1772642120083365,-0.1654317904336846,-0.0815632109969157,-0.0469448469812878,-0.2157441595209018,-0.053436970358757,-0.1747172955115111,0.0743242651404355,-0.13173748275236,-0.1841317081051691,1,-0.1,1,42308000000.0,30996000000.0,14.8078,10.8486,4.5487802618851305e-05,8.371010681238156,0.0
2051,WEU,Western Europe,NL,Netherlands,685100000.0,3.393,3.7,3.0,3.31,76472.0,31323.0,20.345075372432767,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,22,Manufacture of rubber and plastic products,0.5,3.0,Good Health and Wellbeing,-0.1807264443636937,-0.1170060831272805,-0.1101607893846727,-0.2197816235685727,-0.0123169253633608,-0.0740346779137215,-0.2362350648535113,-0.0430809289554946,-0.3476430480157482,-0.5066305523890334,2,-0.1,1,2534870000.0,2267681000.0,11.1,9.93,2.870823443040889e-05,11.24469301633976,10.352139855870828
1639,WEU,Western Europe,ES,Spain,1439919000.0,3.832,3.595,4.9,2.976,4992.0,59700.0,21.08785269964672,Other,ENVIB010,-0.1,-0.1,R,Human Health And Social Work Activities,92,Gambling and betting activities,1.0,3.0,Good Health and Wellbeing,-0.1772642120083365,-0.1654317904336846,-0.0815632109969157,-0.0469448469812878,-0.2157441595209018,-0.053436970358757,-0.1747172955115111,0.0743242651404355,-0.13173748275236,-0.1841317081051691,1,-0.1,1,5176508805.0,4285198944.0,17.6155,14.582400000000002,1.0041005413315722e-05,8.51579221050061,10.997104049659168
2627,NAM,Northern America,US,United States of America,1430000000.0,3.163,3.838,3.0,2.143,112617.0,51469.0,21.080940281917528,Other,ENVIB025,-0.25,-0.25,C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.0,3.0,Good Health and Wellbeing,-0.1268388683850003,-0.032339460836309,-0.0389967944119376,-0.0627537413385348,-0.1132565360318575,-0.0228221897618135,-0.1163277419102058,0.0897978679797576,-0.1110302380949342,-0.1777756302632419,1,-0.25,1,5488340000.0,3064489999.9999995,11.514,6.428999999999999,4.5487802618851305e-05,11.6317568398159,10.8487543926468
3694,WEU,Western Europe,FR,France,9240000000.0,2.23,2.471,2.0,2.071,24215.0,205362.0,22.94680772270823,Operation,MTH002,-0.1,-0.1,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",0.189648929,9.0,"Industry, Innovation and Infrastructure",-0.1986794493541952,-0.2362049101196668,-0.1475034312705683,-0.2159647148535173,-0.4375646471818271,0.0151870689469354,-0.3981117345504255,0.1989682139977056,0.0789492062782655,-0.6644217065920915,8,-0.1,1,22832040000.0,19136040000.0,4.942,4.142,1.4630044194219064e-05,10.094768850701554,12.232534423930725
1206,WEU,Western Europe,ES,Spain,2980000000.0,1.998,2.138,1.785,2.0,1802.0,0.0,21.81518913779929,Operation,J.58.94.P,0.014,0.014,J,Information and communication,61,Telecommunications,1.0,13.0,Climate Action,-0.2756411403051959,-0.4294022499669029,-0.0915485411286067,-0.2755942168219211,-0.8798761862050904,-0.0854209541184083,-1.0297809416744292,-0.0869046874248405,1.4009245693071897,-1.056165335595896,9,-0.1,1,6371240000.0,5960000000.0,3.81633,3.57,1.0041005413315722e-05,7.497207223203318,0.0
3351,NAM,Northern America,US,United States of America,8702604000.0,3.24,3.833,3.265,2.143,39715.0,158233.0,22.88688812828228,End-use,C.14.34.P,0.1325,0.1325,G,Wholesale And Retail Trade,47,Retail trade,1.0,2.0,Zero Hunger,1.0090340000907745,-0.0057418607443562,-0.0038680626430028,0.0058339193162397,-0.0584639881347872,0.0043199098863886,-0.0479927242158049,0.015955915034057,-0.0342425801605073,-0.0167638523694432,1,0.1325,1,33357081132.0,18649680372.0,12.514745,6.996894999999999,4.5487802618851305e-05,10.589509408153484,11.9718302290497
2365,WEU,Western Europe,FR,France,872000000.0,3.339,4.0,2.769,2.833,1144.0,421.0,20.586299983020044,Operation,MTH002,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,3.0,Good Health and Wellbeing,-0.1292209714998988,-0.0588249862110986,-0.1330587678184049,-0.2242079399675824,-0.0434914597081004,-0.0705133708190659,-0.1216459936173267,0.1115193765404112,-0.2741815124568126,-0.2406238726585362,1,-0.1,1,3488000000.0,2470376000.0,11.076,7.844577000000001,1.4630044194219064e-05,7.0431599159883405,6.045005314036012
2149,WEU,Western Europe,FR,France,580900000.0,2.915,3.65,2.0,2.69,1290.68,76.4,20.180089184684228,Operation,MTH002,-0.1,-0.1,C,Manufacturing,32,Other manufacturing,1.0,3.0,Good Health and Wellbeing,-0.1551133850589651,-0.0177003292087317,-0.2353614246447471,-0.6351424170371994,1.8231572270443888,0.2921223733946841,-0.0120229840029373,-0.110149757244032,0.1863876025255006,0.2454893432512159,1,-0.1,1,2120285000.0,1562621000.0,7.3,5.38,1.4630044194219064e-05,7.163698975646706,4.3489867805956814
2026,NAM,Northern America,US,United States of America,1900000000.0,2.96,3.25,2.65,2.81,66.0,7096.0,21.36511972364512,Operation,MTH002,-0.1,-0.1,J,Information and communication,58,Publishing activities,1.0,9.0,"Industry, Innovation and Infrastructure",-0.1878194664882234,-0.2076881689171545,-0.0993701485199847,-0.1593879601672233,-0.27355718927758,-0.0397704730539486,-0.2132360675888908,0.5696362370311673,-0.0621378570808254,-0.4277003752184117,1,-0.1,1,6175000000.0,5339000000.0,8.612499999999999,7.446499999999999,4.5487802618851305e-05,4.204692619390966,8.867427438524983
1750,NAM,Northern America,US,United States of America,5510000000.0,2.994,3.875,2.56,1.929,631252.0,862769.0,22.429830460292724,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,22,Manufacture of rubber and plastic products,0.5,2.0,Zero Hunger,-0.1818048655474478,-0.0603929982539701,-0.1891209421794141,-0.474742027539681,0.9553645372398084,0.0982144017732255,-0.1581316028892114,-0.1170640533077194,-0.1331340000093963,-0.2051354587312889,2,-0.1,1,21351250000.0,10628790000.0,9.92,4.93824,4.5487802618851305e-05,13.35546201203566,13.667903422378028
3918,NAM,Northern America,US,United States of America,1513700000.0,2.77,3.004,2.942,2.143,265.0,0.0,21.137822822393428,Operation,J.58.20.P,0.004255682,0.004255682,J,Information and communication,58,Publishing activities,0.862102273,3.0,Good Health and Wellbeing,-0.1833584798623934,-0.2047411346918963,-0.104855686594184,-0.1279621793685154,-0.2743444127275679,-0.0573106823361948,-0.2002301003715381,0.4623936549907987,0.0440640864007388,-0.3992163904138705,2,0.004255682,1,4547154800.0,3243859099.9999995,8.837768,6.304706,4.5487802618851305e-05,5.583496308781699,0.0
3086,NAM,Northern America,US,United States of America,288945000.0,2.77,4.0,1.922,1.571,1548.82,1992.79,19.48174692000737,Raw materials,C.22.34.B,-0.24,-0.24,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.999681425,3.0,Good Health and Wellbeing,-0.2020764048148149,-0.2020540550912558,-0.1502594682123209,-0.3313224430657562,-0.2997583545051924,-0.4814911743251064,1.221532606224612,-0.2328058086466022,-0.2275691844535107,-0.1927009774528816,2,-0.24,1,1155780000.0,453932595.0,7.688,3.019462,4.5487802618851305e-05,7.345894074137536,7.597792629027826
1227,WEU,Western Europe,JE,Jersey,661000000.0,3.374,4.0,2.012,3.881,637.0,91.0,20.30926439932882,Other,ENVIB010,-0.1,-0.1,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",1.0,3.0,Good Health and Wellbeing,-0.150090843784565,-0.1400270798588176,-0.1440841601645964,-0.2271920659278601,-0.074822464950628,-0.0719684666196036,-0.1579512913670816,0.1671356915992946,-0.2606180627261342,-0.3418663983881342,1,-0.1,1,2644000000.0,2565341000.0,8.048,7.808572,1.3767019667170953e-07,6.45833828334479,4.5217885770490405
106,WEU,Western Europe,DE,Germany,426258000.0,2.162,1.95,2.375,2.286,2223.0,131.0,19.87055535706032,Operation,MTH001,-0.5,-0.5,J,Information and communication,61,Telecommunications,0.5,9.0,"Industry, Innovation and Infrastructure",-0.2433719248643504,-0.3287363522072787,-0.1906434854011205,-0.2470007613723722,-0.8198136660033735,0.2270416173982423,-0.6672142519368469,0.2782610412684567,0.2917548737207705,-0.962773622969223,4,-0.3,1,831203100.0,974425788.0,4.63125,5.42925,1.1990447633649742e-05,7.707062655370473,4.882801922586371
3289,WEU,Western Europe,NL,Netherlands,578600000.0,2.827,3.144,2.981,2.071,1969.17,784.22,20.17612195223462,Operation,MTH002,-0.1,-0.1,J,Information and communication,58,Publishing activities,0.528301887,9.0,"Industry, Innovation and Infrastructure",-0.2438133416174659,-0.2298408762653583,-0.1734512218805142,-0.2754838882124551,-0.4252414818604375,-0.0312349813012986,-0.5368364532342716,0.4079522485411066,-0.456324767785078,-1.1513557630310978,2,-0.1,1,1819118400.0,1198280600.0,9.372264,6.173651,2.870823443040889e-05,7.585875112425129,6.665963933295444
1958,NAM,Northern America,US,United States of America,4982659000.0,2.791,3.088,2.765,2.286,54129.0,13085.0,22.32922952143367,Operation,MTH002,-0.1,-0.1,F,Construction,43,Specialised construction activities,0.123502229,9.0,"Industry, Innovation and Infrastructure",-0.2030285523106683,-0.0524419829716152,-0.0485717145010587,-0.1523475050571023,-0.269010661212808,-0.0443491172112241,-0.2390161905789176,0.510315333377412,-0.0971189183630599,-0.449070394496543,2,-0.1,1,15386450992.0,11390358474.0,8.53832,6.320790000000001,4.5487802618851305e-05,10.899143839791025,9.479298235429685
1784,WEU,Western Europe,BE,Belgium,506778000.0,2.651,3.213,1.833,2.619,484.0,610.0,20.04358359781324,Operation,MTH002,-0.1,-0.1,P,Public Administration And Defence; Compulsory Social Security,85,Education,1.0,4.0,Quality Education,-0.2149677471239019,-0.2259665433213082,-0.1394688761671613,-0.2205707260022204,-0.6118308051191458,-0.0693233900379215,-0.1272758057887869,3.693284641452802,1.2484969011666378,1.7553436217546796,1,-0.1,1,1628277714.0,1327251582.0,5.889429,4.800627,2.31221934781612e-06,6.184148890937483,6.415096959171596
3595,NAM,Northern America,US,United States of America,3760500000.0,2.83,3.351,2.979,1.714,76040.0,10583.0,22.047817764496653,Disposal ,C.26.38.P,0.029036032,0.029036032,C,Manufacturing,26,"Manufacture of computer, electronic and optical products",1.0,12.0,Responsible Consumption and Production,1.8508807472894344,-0.0160210741080923,-0.0511701356039419,-0.171767134393922,-0.1365476689855811,-0.1816261677989803,0.2674025019678143,-0.0095410014429532,0.1226768297621894,-0.1647093057643618,1,0.029036032,1,12601435500.0,6445497000.0,9.982629,5.106006,4.5487802618851305e-05,11.239027947489063,9.267098705794792
1722,WEU,Western Europe,IT,Italy,355000000.0,3.244,4.0,2.471,2.81,5242.0,8772.0,19.687628350256592,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,0.101442741,3.0,Good Health and Wellbeing,-0.1947066120505455,-0.1875655192684938,-0.1485195074223616,-0.3204871264124463,-0.2738353200647299,-0.4399181425724556,1.0856615053906005,-0.1979751152736288,-0.2322843193722699,-0.19754868462117,2,-0.1,1,1420000000.0,997550000.0,9.884,6.943510000000001,2.691973307029712e-05,8.564649132572534,9.079434102128385
46,EEU,Eastern Europe,EE,Estonia,492307000.0,2.988,3.172,3.0,2.643,36653.0,89702.0,20.014613065630765,Transportation,H.50.62.B,-0.002204347,-0.002204347,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",0.049273762,12.0,Responsible Consumption and Production,-0.311913408122181,0.1313046145801828,-0.1153874666153555,-0.2562750131352754,-0.4194935174122478,-0.0786926353311618,-0.5452629227181937,0.4639131340830217,-0.5085575212046913,-0.8222782936424387,18,-0.045526462,1,1561597804.0,1301167401.0,9.516,7.928999999999999,0.0001822074437292,10.509277841877822,11.404259492303677
3723,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,18400000000.0,3.332,4.007,3.311,2.143,195846.0,223116.0,23.635616501615697,Farming,I.56.1.B,-0.081081817,-0.081081817,G,Wholesale And Retail Trade,47,Retail trade,1.0,2.0,Zero Hunger,1.0090340000907745,-0.0057418607443562,-0.0038680626430028,0.0058339193162397,-0.0584639881347872,0.0043199098863886,-0.0479927242158049,0.015955915034057,-0.0342425801605073,-0.0167638523694432,1,-0.081081817,1,73728800000.0,39431200000.0,13.267176999999998,7.095472999999999,9.190606958410844e-06,12.185089021131368,12.315451576531522
1079,WEU,Western Europe,LU,Luxembourg,715000000.0,3.083,3.25,3.0,2.881,2203.0,2288.0,20.38779310205688,Other,ENVIB010,-0.1,-0.1,K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,1.0,3.0,Good Health and Wellbeing,-0.2081568122690232,-0.2074417927642757,-0.1117226997244328,-0.1474206133562761,-0.3419798178445001,0.1835932615446993,-0.202815553239289,0.2397339777187756,-0.1932864891642121,-0.4743316522920547,1,-0.1,1,2323750000.0,2059915000.0,9.75,8.642999999999999,3.3218989110173384e-05,7.698029170272805,7.735870319952567
10204,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,610600000.0,2.441,3.017,2.042,1.881,22931.48,380.51,20.229952639902784,Manufacturing,F.42.41.B,-0.433292534,-0.433292534,F,Construction,42,Civil engineering,0.5,6.0,Clean Water and Sanitation,-0.5173968940870853,-0.4183042946759095,14.857659276705071,0.851601334519566,1.293824340452974,0.2583840098231205,0.3828926204309559,-0.2672892835849608,0.3179375858217091,0.5659563567590244,6,-0.433292534,1,1842180200.0,1148538600.0,6.160714,3.841002,9.190606958410844e-06,10.040309525258715,5.944137062700765
1637,WEU,Western Europe,FR,France,1160000000.0,2.97,3.0,3.0,2.881,3389.0,1220.0,20.87168584292675,Transportation,M.70.5.P,0.25,0.25,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,1.0,12.0,Responsible Consumption and Production,-0.2190725833036139,-0.2993190477117184,-0.2531205313122146,0.1616844702243845,-0.4988391034766935,-0.3232221324959324,-0.2050292346993344,-0.443214923798827,1.444444052583138,-0.3979212747709634,2,0.075,1,3480000000.0,3341959999.9999995,9.0,8.642999999999999,1.4630044194219064e-05,8.128585200374497,7.107425474110705
102,WEU,Western Europe,DE,Germany,1316803000.0,3.355,4.4,2.876,2.048,577624.0,170126.0,20.9984726668942,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,2.0,Zero Hunger,-0.1292209714998981,-0.0588249862110992,-0.1330587678184032,-0.2242079399675794,-0.0434914597081006,-0.070513370819065,-0.1216459936173244,0.1115193765404103,-0.2741815124568095,-0.2406238726585326,1,-0.1,1,5793933200.0,2696812544.0,12.6544,5.890048,1.1990447633649742e-05,13.266680148172568,12.044300495946384
4049,NAM,Northern America,US,United States of America,6149909000.0,2.981,3.45,2.975,2.143,115728.0,51927.0,22.53970312207,Operation,MTH001,-0.025204763,-0.025204763,L,Financial And Insurance Activities,68,Real estate activities,0.220137404,3.0,Good Health and Wellbeing,-0.213552580029497,-0.2522107774569675,-0.1643889783513034,-0.1705867592603187,-0.7502446198834579,1.233460629382726,-0.1004063448405487,0.2022606203267722,0.1208749626629053,-0.4079921950367909,3,-0.025204763,1,21217186050.0,13179254986.999998,10.263750000000002,6.375425,4.5487802618851305e-05,11.659006530002925,10.857613422713303
2827,NAM,Northern America,US,United States of America,17700000000.0,2.629,3.093,2.85,1.529,17636.0,120793.0,23.59683047658269,Operation,MTH002,-0.1,-0.1,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,0.271102203,3.0,Good Health and Wellbeing,-0.1652991646782392,-0.1772353911999986,-0.1264505004787983,-0.1223170841439589,-0.202676192098527,-0.0859884463222152,-0.1675183060417594,0.2121101171386616,0.07431563012871,-0.3404197391107049,3,-0.1,1,54746100000.0,27063300000.0,8.81505,4.35765,4.5487802618851305e-05,9.777754247070364,11.70184189437514
3942,NAM,Northern America,US,United States of America,849300000.0,3.084,3.093,3.0,3.167,329.0,1476.0,20.55992303992768,Operation,J.58.20.P,0.09339254,0.09339254,J,Information and communication,62,"Computer programming, consultancy and related activities",0.0660746,9.0,"Industry, Innovation and Infrastructure",-0.1860390905161787,-0.2049799346416513,-0.0984327770811064,-0.1556678019799942,-0.2742038796538774,-0.0409612275632019,-0.2109823414835523,0.5427936868428747,-0.0605328965274282,-0.4301700953804726,2,0.09339254,1,2626884900.0,2689733100.0,9.279,9.501,4.5487802618851305e-05,5.799092654460526,7.29776828253138
2951,NAM,Northern America,US,United States of America,1576551000.0,1.803,1.0,3.0,1.81,375.0,574.0,21.17850538720316,Disposal ,Q.86.1.P,0.03242468,0.03242468,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,1.0,7.0,Affordable and Clean Energy,-0.2364017334684724,-0.0761511880898841,-0.1996293578564358,0.0863300049704211,-0.341867064524372,-0.3185069608261972,-1.1029830262366438,-1.2233197470640884,0.179628186079148,0.760898102673661,1,0.03242468,1,1576551000.0,2853557310.0,3.0,5.43,4.5487802618851305e-05,5.929589143389895,6.354370040797351
2785,NAM,Northern America,US,United States of America,5769577000.0,2.836,3.138,2.9,2.214,4938.0,49196.0,22.475864604727114,Operation,J.58.94.P,0.078581515,0.078581515,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,8.0,Decent Work and Economic Growth,-0.2298826379261803,-0.2600863166884134,-0.1451878923760583,-0.1814946249616094,-0.5069961592563981,-0.1048703976881754,-0.3254436862052203,0.2996858616150637,-0.0472758205478751,-0.88579432228339,2,0.1161477565,1,18104932626.0,12773843478.0,9.1002,6.420599999999999,4.5487802618851305e-05,8.504918160540624,10.803587925011556
1378,WEU,Western Europe,SE,Sweden,737895000.0,2.698,3.0,2.864,1.952,2347.0,11307.0,20.41931209737493,Operation,MTH002,-0.1,-0.1,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,9.0,"Industry, Innovation and Infrastructure",-0.1608745289169817,-0.1667006445809759,-0.0851835860757423,-0.1030855657943609,-0.2833444657241638,-0.0577918384387305,-0.1791272556499838,0.1633901123737028,-0.0378477281447858,-0.4650781294849642,1,-0.1,1,2213685000.0,1440371040.0,8.591999999999999,5.590528,1.0694268470598077e-06,7.761319180947987,9.33326571881348
1618,WEU,Western Europe,DE,Germany,1540000000.0,2.843,3.9,1.9,2.071,112.0,3.0,21.1550482540213,Operation,MTH002,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,-0.2020996221309397,-0.2020996988328295,-0.1502649496717048,-0.3313565779430995,-0.2998400207480256,-0.4816221433023002,1.2219606457097376,-0.2329155369991831,-0.2275543301989229,-0.1926857055512954,1,-0.1,1,6006000000.0,3189340000.0000005,7.409999999999999,3.9349,1.1990447633649742e-05,4.727387818712341,1.3862943611198906
1975,NAM,Northern America,US,United States of America,992452000.0,3.012,3.9,3.0,1.429,1605.0,8843.0,20.715689207643308,Raw materials,C.14.45.B,-0.1,-0.1,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,1.0,3.0,Good Health and Wellbeing,-0.2364017334684724,-0.0761511880898841,-0.1996293578564358,0.0863300049704211,-0.341867064524372,-0.3185069608261972,-1.1029830262366438,-1.2233197470640884,0.179628186079148,0.760898102673661,1,-0.1,1,3870562800.0,1418213908.0,11.7,4.287,4.5487802618851305e-05,7.381501894506707,9.087494541977335
3916,WEU,Western Europe,ES,Spain,436699000.0,3.023,3.171,3.0,2.786,30446.0,10330.0,19.89475473084154,Operation,MTH002,-0.1,-0.1,C,Manufacturing,23,Manufacture of other non-metallic mineral products,0.957114626,3.0,Good Health and Wellbeing,-0.2870164313166535,0.9154042370468052,-0.1489246952313933,-0.1998220667050863,-0.3173773821189479,-0.2738082582894195,-0.0906855345351236,-0.3239235920840234,-0.4527032273556906,-0.5200504551720738,2,-0.1,1,1384772529.0,1216643414.0,9.513,8.358,1.0041005413315722e-05,10.323742746116928,9.242904362849446
1142,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,716484000.0,2.943,3.761,2.383,2.143,6347.0,3709.0,20.389866475604272,Operation,MTH002,-0.138696255,-0.138696255,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.5,3.0,Good Health and Wellbeing,-0.415591008000132,-0.4453593699816404,-0.5331235302850482,-1.7028811311538803,-0.5939227919040322,-2.8344291589546744,8.931756204125668,-1.9918138278127369,0.2710903367713108,1.3329239154585688,4,-0.138696255,1,2694696324.0,1535425211.9999998,8.962463,5.106769,9.190606958410844e-06,8.7558950816463,8.21878715560148
1170,NAM,Northern America,CA,Canada,2664900000.0,3.213,3.913,2.977,2.238,22879.0,910.0,21.70343237078329,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,32,Other manufacturing,0.19,3.0,Good Health and Wellbeing,-0.1381058058102076,-0.0664396991737142,-0.1545910971611812,-0.3028524745432639,0.3052188997787962,-0.0018890476205559,-0.1077156283630452,0.0799693409825472,-0.1840963251613483,-0.1674984415243073,3,-0.1,1,10427753700.0,5964046200.0,11.649000999999998,6.662526,8.23447626268811e-06,10.038018445493734,6.814542897259958
3634,NAM,Northern America,US,United States of America,2339226000.0,3.173,3.981,3.296,1.571,76338.0,106545.0,21.57308594279653,Operation,MTH002,-0.1,-0.1,R,Human Health And Social Work Activities,90,"Creative, arts and entertainment activities",0.146277444,3.0,Good Health and Wellbeing,-0.4404283021504295,-0.6154764155992708,-1.2933145711396343,12.58721572194266,2.763402131343807,0.0653015243034782,2.30568776213894,0.5644671537146065,-1.0341797108492514,0.2413558105847139,2,-0.1,1,9312458706.0,3674924046.0,13.121376,5.178016,4.5487802618851305e-05,11.242939226920786,11.576332095761543
2953,NAM,Northern America,US,United States of America,648407000.0,3.029,3.867,2.986,1.571,21400.0,3600.0,20.290029145114826,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,26,"Manufacture of computer, electronic and optical products",1.0,3.0,Good Health and Wellbeing,1.8508807472894344,-0.0160210741080923,-0.0511701356039419,-0.171767134393922,-0.1365476689855811,-0.1816261677989803,0.2674025019678143,-0.0095410014429532,0.1226768297621894,-0.1647093057643618,1,-0.1,1,2507389869.0,1018647397.0,11.546862,4.691006,4.5487802618851305e-05,9.97119292889014,8.188966863648876
1926,WEU,Western Europe,FR,France,569700000.0,2.96,3.084,3.0,2.69,7166.0,2386.0,20.16062046620593,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",1.0,7.0,Affordable and Clean Energy,-0.2408024093572221,0.1094757528355546,-0.1686775963459327,-0.2630275402282361,-0.2093605428446343,-0.1451682256537337,-0.7794755666668364,-0.2890598332842943,-0.7372703542024934,-0.9555751694675207,1,-0.1,1,1756954800.0,1532493000.0,9.252,8.07,1.4630044194219064e-05,8.877242435993919,7.77779262633883
1314,WEU,Western Europe,NL,Netherlands,5130000000.0,3.0,3.602,2.653,2.333,598000.0,640000.0,22.358371496324025,Operation,MTH002,-0.2,-0.2,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,2.0,Zero Hunger,-0.1665755230920142,-0.0443349999486589,-0.2409382558613835,-0.4237393733080528,-0.0272901472242711,-0.1303134624488459,-0.2104811621399065,0.1959443899484796,-0.5199433891719292,-0.4368858086305342,2,-0.2,1,18478260000.0,11968290000.0,9.556106,6.189449000000001,2.870823443040889e-05,13.301347705172171,13.369225017834632
1557,WEU,Western Europe,FR,France,2402800000.0,3.018,3.4,2.995,2.357,41609.0,5271.0,21.59990056135646,Raw materials,C.28.94.P,0.475,0.3894999999999994,N,"Professional, Scientific And Technical Activities",77,Rental and leasing activities,0.633333333,12.0,Responsible Consumption and Production,0.2486585689891179,-0.2646849525928967,-0.7780667718037708,-0.9880599850056898,6.491101155073904,1.512759574389232,-0.5183324164850726,0.976911397648493,0.2532900118556433,0.0803880641050165,6,0.25,1,8169520000.0,5663399600.000001,10.183,7.059215000000001,1.4630044194219064e-05,10.636095801976987,8.570165076182343
2677,NAM,Northern America,CA,Canada,843323000.0,2.912,3.2,3.0,2.286,8.0,482.0,20.55286059916402,Operation,J.58.20.P,0.1,0.1,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",1.0,3.0,Good Health and Wellbeing,-0.2063097058465182,-0.2007684847159055,-0.1137615087657349,-0.145587722578426,-0.380849260668415,0.2324373437517486,-0.2311511356089238,0.139221656273742,-0.2968090636036025,-0.6281245646839181,1,0.1,1,2698633600.0,1927836378.0,9.6,6.8580000000000005,8.23447626268811e-06,2.19722457733622,6.180016653652572
2944,NAM,Northern America,US,United States of America,583000000.0,2.851,3.0,2.9,2.524,92.0,432.0,20.18369774603003,Transportation,M.70.5.P,0.25,0.25,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,1.0,12.0,Responsible Consumption and Production,-0.2190725833036139,-0.2993190477117184,-0.2531205313122146,0.1616844702243845,-0.4988391034766935,-0.3232221324959324,-0.2050292346993344,-0.443214923798827,1.444444052583138,-0.3979212747709634,2,0.075,1,1749000000.0,1471492000.0,8.7,7.319599999999999,4.5487802618851305e-05,4.532599493153256,6.07073772800249
